"","pref_hiring_women","pref_hiring_blacks","racial_quotas_sports","redistribute_blacks","first_daughter","age","abortion_defect","abortion_income","race","sex","survey","anc_support","how_many_kids","how_many_daughters","benchwgt","prov","geotype","any_daughters","urban","black","white","coloured","indian","pref_hiring_women2","pref_hiring_blacks2","racial_quotas_sports2","redistribute_blacks2","pref_hiring_binary","abortion_defect_binary","abortion_income_binary"
"13025","neither nor","do not know","do not know","neither nor",0,64,"always wrong","always wrong","coloured",1,"sas05_2",0,1,0,625.056701660156,"nc","urban formal",0,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,0,0
"13045","agree","agree","agree","agree",0,42,"wrong only sometimes","always wrong","african/black",1,"sas05_2",1,3,2,701.714233398438,"nc","urban formal",1,1,1,0,0,0,"agree","agree","agree","agree",1,1,0
"13055","strongly disagree","strongly disagree","strongly disagree","strongly disagree",0,48,"always wrong","always wrong","coloured",1,"sas05_2",1,2,1,1084.02587890625,"nc","urban formal",1,1,0,0,1,0,"strongly disagree","strongly disagree","strongly disagree","strongly disagree",0,0,0
"13119","strongly disagree","disagree","strongly disagree","strongly disagree",1,43,"not wrong at all","almost always wrong","white",0,"sas05_2",0,2,1,2514.75439453125,"nc","urban formal",1,1,0,1,0,0,"strongly disagree","disagree","strongly disagree","strongly disagree",0,1,0
"13125","neither nor","strongly disagree","strongly disagree","strongly disagree",1,55,"not wrong at all","always wrong","white",0,"sas05_2",0,1,1,2539.7841796875,"nc","urban formal",1,1,0,1,0,0,"neither agree nor disagree","strongly disagree","strongly disagree","strongly disagree",0,1,0
"13165","agree","strongly agree","agree","agree",0,67,"always wrong","always wrong","african/black",1,"sas05_2",1,1,0,473.021179199219,"nc","urban formal",0,1,1,0,0,0,"agree","strongly agree","agree","agree",1,0,0
"13175","strongly agree","agree","agree","strongly agree",0,NA,"wrong only sometimes","always wrong",NA,NA,"sas05_2",0,3,0,1076.80310058594,"nc","urban formal",0,1,0,0,0,0,"strongly agree","agree","agree","strongly agree",1,1,0
"13185","agree","agree","strongly disagree","agree",1,49,"always wrong","always wrong","african/black",1,"sas05_2",1,5,3,861.442687988281,"nc","urban formal",1,1,1,0,0,0,"agree","agree","strongly disagree","agree",1,0,0
"13219","neither nor","neither nor","strongly disagree","strongly agree",0,28,"not wrong at all","always wrong","african/black",0,"sas05_2",1,1,0,1180.48364257812,"nc","urban formal",0,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","strongly disagree","strongly agree",0,1,0
"13235","agree","disagree","agree","agree",0,38,"always wrong","always wrong","coloured",1,"sas05_2",1,2,0,2076.12890625,"nc","urban formal",0,1,0,0,1,0,"agree","disagree","agree","agree",1,0,0
"13245","agree","disagree","disagree","disagree",0,55,"always wrong","always wrong","african/black",0,"sas05_2",0,2,0,8688.4423828125,"nc","urban formal",0,1,1,0,0,0,"agree","disagree","disagree","disagree",1,0,0
"13265","agree","disagree","strongly agree","neither nor",1,26,"wrong only sometimes","dk","coloured",1,"sas05_2",0,1,1,2898.84326171875,"nc","urban formal",1,1,0,0,1,0,"agree","disagree","strongly agree","neither agree nor disagree",1,1,0
"13275","neither nor","strongly disagree","agree","neither nor",0,28,"not wrong at all","always wrong","coloured",1,"sas05_2",0,2,0,4348.2646484375,"nc","urban formal",0,1,0,0,1,0,"neither agree nor disagree","strongly disagree","agree","neither agree nor disagree",0,1,0
"13285","neither nor","disagree","do not know","agree",0,18,"almost always wrong","always wrong","coloured",1,"sas05_2",0,1,0,5098.3291015625,"nc","urban formal",0,1,0,0,1,0,"neither agree nor disagree","disagree","neither agree nor disagree","agree",0,0,0
"13295","neither nor","neither nor","agree","neither nor",0,47,"not wrong at all","always wrong","coloured",1,"sas05_2",0,1,0,1680.44189453125,"nc","urban formal",0,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree",0,1,0
"13305","neither nor","disagree","strongly agree","disagree",0,51,"always wrong","wrong only sometimes","coloured",1,"sas05_2",1,1,0,1143.53735351562,"nc","urban formal",0,1,0,0,1,0,"neither agree nor disagree","disagree","strongly agree","disagree",0,0,1
"13325","strongly agree","strongly agree","strongly agree","agree",1,41,"always wrong","always wrong","african/black",1,"sas05_2",1,2,2,699.191772460938,"nc","urban formal",1,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","agree",1,0,0
"13335","strongly agree","agree","agree","agree",0,79,"always wrong","always wrong","coloured",0,"sas05_2",1,1,0,4805.72119140625,"nc","urban formal",0,1,0,0,1,0,"strongly agree","agree","agree","agree",1,0,0
"13355","agree","disagree","strongly agree","disagree",0,38,"not wrong at all","always wrong","coloured",1,"sas05_2",0,3,2,2378.80078125,"nc","urban formal",1,1,0,0,1,0,"agree","disagree","strongly agree","disagree",1,1,0
"13365","disagree","disagree","agree","disagree",0,53,"not wrong at all","always wrong","coloured",1,"sas05_2",0,1,0,1618.76953125,"nc","urban formal",0,1,0,0,1,0,"disagree","disagree","agree","disagree",0,1,0
"13375","strongly agree","agree","disagree","strongly agree",0,41,"not wrong at all","not wrong at all","coloured",1,"sas05_2",0,4,1,2378.80078125,"nc","urban formal",1,1,0,0,1,0,"strongly agree","agree","disagree","strongly agree",1,1,1
"13395","agree","disagree","agree","do not know",0,53,"not wrong at all","wrong only sometimes","coloured",1,"sas05_2",0,3,0,3237.5390625,"nc","urban formal",0,1,0,0,1,0,"agree","disagree","agree","neither agree nor disagree",1,1,1
"13405",NA,NA,NA,NA,0,NA,NA,NA,"coloured",0,"sas05_2",NA,1,0,2782.125,"nc","urban informal",0,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,0,0
"13455","agree","agree","agree","disagree",1,37,"always wrong","always wrong","african/black",1,"sas05_2",1,2,2,582.865783691406,"nc","urban informal",1,1,1,0,0,0,"agree","agree","agree","disagree",1,0,0
"13475","strongly agree","strongly agree","strongly agree","strongly agree",0,34,"not wrong at all","always wrong","african/black",1,"sas05_2",1,1,0,1323.50793457031,"nc","urban formal",0,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,1,0
"13485","strongly agree","agree","strongly disagree","agree",0,27,"wrong only sometimes","almost always wrong","african/black",1,"sas05_2",1,1,0,2647.01586914062,"nc","urban formal",0,1,1,0,0,0,"strongly agree","agree","strongly disagree","agree",1,1,0
"13505","strongly agree","strongly agree","strongly agree","strongly agree",1,36,"not wrong at all","always wrong","african/black",1,"sas05_2",1,3,3,2633.0888671875,"nc","urban formal",1,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,1,0
"13525","strongly disagree","strongly disagree","strongly disagree","disagree",0,38,"not wrong at all","always wrong","white",1,"sas05_2",0,2,0,981.426818847656,"nc","urban formal",0,1,0,1,0,0,"strongly disagree","strongly disagree","strongly disagree","disagree",0,1,0
"13535","disagree","disagree","disagree","disagree",1,32,"not wrong at all","wrong only sometimes","white",1,"sas05_2",0,1,1,1310.62060546875,"nc","urban formal",1,1,0,1,0,0,"disagree","disagree","disagree","disagree",0,1,1
"13545","disagree","strongly disagree","agree","do not know",1,47,"not wrong at all","always wrong","white",0,"sas05_2",0,1,1,3503.56567382812,"nc","urban formal",1,1,0,1,0,0,"disagree","strongly disagree","agree","neither agree nor disagree",0,1,0
"13555","strongly disagree","strongly disagree","strongly disagree","neither nor",0,49,"not wrong at all","always wrong","white",1,"sas05_2",0,2,1,2453.5673828125,"nc","urban formal",1,1,0,1,0,0,"strongly disagree","strongly disagree","strongly disagree","neither agree nor disagree",0,1,0
"13575","agree","agree","neither nor","strongly agree",0,52,"not wrong at all","not wrong at all","african/black",1,"sas05_2",1,2,1,1890.32165527344,"nc","urban formal",1,1,1,0,0,0,"agree","agree","neither agree nor disagree","strongly agree",1,1,1
"13595","strongly agree","disagree","strongly disagree","agree",1,35,"always wrong","almost always wrong","african/black",1,"sas05_2",1,1,1,922.974243164062,"nc","urban formal",1,1,1,0,0,0,"strongly agree","disagree","strongly disagree","agree",1,0,0
"13605","neither nor","disagree","agree","agree",0,63,"dk","dk","coloured",1,"sas05_2",1,3,1,822.145568847656,"nc","urban formal",1,1,0,0,1,0,"neither agree nor disagree","disagree","agree","agree",0,0,0
"13625","strongly agree","do not know","neither nor","agree",0,37,"dk","always wrong","african/black",1,"sas05_2",1,2,1,653.341186523438,"nc","urban formal",1,1,1,0,0,0,"strongly agree","neither agree nor disagree","neither agree nor disagree","agree",1,0,0
"13635","strongly agree","strongly agree","strongly agree","strongly agree",0,42,"always wrong","always wrong","african/black",1,"sas05_2",1,3,0,1306.68237304688,"nc","urban formal",0,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"13645","strongly agree","neither nor","agree","agree",1,34,"always wrong","always wrong","african/black",1,"sas05_2",1,2,1,1751.45874023438,"nc","urban formal",1,1,1,0,0,0,"strongly agree","neither agree nor disagree","agree","agree",1,0,0
"13655","do not know","agree","do not know","neither nor",1,23,"always wrong","almost always wrong","african/black",1,"sas05_2",1,1,1,2611.66674804688,"nc","urban formal",1,1,1,0,0,0,"neither agree nor disagree","agree","neither agree nor disagree","neither agree nor disagree",0,0,0
"13665","strongly agree","strongly agree","strongly agree","strongly agree",0,26,"wrong only sometimes","always wrong","african/black",1,"sas05_2",1,1,0,1313.59399414062,"nc","urban formal",0,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,1,0
"13675","strongly agree","neither nor","do not know","agree",1,51,"always wrong","always wrong","african/black",1,"sas05_2",1,2,1,669.046325683594,"nc","urban formal",1,1,1,0,0,0,"strongly agree","neither agree nor disagree","neither agree nor disagree","agree",1,0,0
"13685","disagree","disagree","disagree","agree",0,37,"always wrong","always wrong","white",1,"sas05_2",0,1,0,2067.21801757812,"nc","urban formal",0,1,0,1,0,0,"disagree","disagree","disagree","agree",0,0,0
"13725","neither nor","strongly disagree","do not know","disagree",1,42,"almost always wrong","always wrong","african/black",0,"sas05_2",1,2,2,1712.54907226562,"nc","urban formal",1,1,1,0,0,0,"neither agree nor disagree","strongly disagree","neither agree nor disagree","disagree",0,0,0
"13735","agree","neither nor","agree","strongly agree",1,54,"dk","always wrong","african/black",1,"sas05_2",1,3,2,1826.53747558594,"nc","urban formal",1,1,1,0,0,0,"agree","neither agree nor disagree","agree","strongly agree",1,0,0
"13765","do not know","do not know","do not know","neither nor",1,38,"not wrong at all","wrong only sometimes","african/black",1,"sas05_2",1,1,1,1426.92919921875,"nc","urban formal",1,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,1,1
"13795","neither nor","agree","neither nor","agree",0,32,"wrong only sometimes","wrong only sometimes","coloured",1,"sas05_2",1,4,0,621.180969238281,"nc","urban formal",0,1,0,0,1,0,"neither agree nor disagree","agree","neither agree nor disagree","agree",0,1,1
"13805","disagree","disagree","strongly disagree","disagree",1,33,"always wrong","always wrong","coloured",1,"sas05_2",0,1,1,2484.72241210938,"nc","urban formal",1,1,0,0,1,0,"disagree","disagree","strongly disagree","disagree",0,0,0
"13819","strongly agree","agree","disagree","neither nor",0,31,"dk","dk","coloured",1,"sas05_2",0,3,0,1242.36120605469,"nc","urban formal",0,1,0,0,1,0,"strongly agree","agree","disagree","neither agree nor disagree",1,0,0
"13845","neither nor","neither nor","disagree","neither nor",0,40,"almost always wrong","always wrong","white",1,"sas05_2",0,2,1,5785.6083984375,"nc","urban formal",1,1,0,1,0,0,"neither agree nor disagree","neither agree nor disagree","disagree","neither agree nor disagree",0,0,0
"13855","agree","agree","do not know","agree",1,52,"not wrong at all","almost always wrong","coloured",1,"sas05_2",1,6,4,3375.13525390625,"nc","urban formal",1,1,0,0,1,0,"agree","agree","neither agree nor disagree","agree",1,1,0
"13865","agree","agree","do not know","agree",0,29,"always wrong","almost always wrong","african/black",1,"sas05_2",1,1,0,1912.63586425781,"nc","urban formal",0,1,1,0,0,0,"agree","agree","neither agree nor disagree","agree",1,0,0
"13875","strongly disagree","agree","neither nor","strongly agree",1,39,"not wrong at all","always wrong","african/black",1,"sas05_2",1,3,1,1783.66162109375,"nc","urban formal",1,1,1,0,0,0,"strongly disagree","agree","neither agree nor disagree","strongly agree",0,1,0
"13895","strongly agree","strongly agree","neither nor","strongly agree",0,23,"almost always wrong","always wrong","coloured",1,"sas05_2",1,1,0,3761.91162109375,"nc","urban formal",0,1,0,0,1,0,"strongly agree","strongly agree","neither agree nor disagree","strongly agree",1,0,0
"13905","strongly agree","strongly agree","do not know","strongly agree",1,63,"dk","dk","african/black",1,"sas05_2",1,1,1,783.532409667969,"nc","urban formal",1,1,1,0,0,0,"strongly agree","strongly agree","neither agree nor disagree","strongly agree",1,0,0
"13925","strongly agree","strongly agree","agree","strongly agree",0,62,"always wrong","always wrong","african/black",0,"sas05_2",1,4,2,3741.33032226562,"nc","urban formal",1,1,1,0,0,0,"strongly agree","strongly agree","agree","strongly agree",1,0,0
"13965","strongly agree","strongly agree","strongly agree","strongly agree",1,45,"always wrong","always wrong","african/black",0,"sas05_2",1,3,3,2105.642578125,"nc","urban formal",1,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,0,0
"13995","strongly agree","agree","strongly agree","strongly agree",1,63,"wrong only sometimes","wrong only sometimes","coloured",0,"sas05_2",1,1,1,2826.89453125,"nc","urban formal",1,1,0,0,1,0,"strongly agree","agree","strongly agree","strongly agree",1,1,1
"14005","agree","agree","strongly agree","neither nor",0,23,"almost always wrong","almost always wrong","coloured",1,"sas05_2",0,2,1,4337.240234375,"nc","urban formal",1,1,0,0,1,0,"agree","agree","strongly agree","neither agree nor disagree",1,0,0
"14019","neither nor","neither nor","strongly disagree","strongly agree",0,47,"always wrong","always wrong","african/black",1,"sas05_2",1,2,0,1850.8017578125,"nc","urban formal",0,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","strongly disagree","strongly agree",0,0,0
"14025","strongly agree","strongly disagree","disagree","agree",0,22,"almost always wrong","always wrong","coloured",1,"sas05_2",0,1,0,4337.240234375,"nc","urban formal",0,1,0,0,1,0,"strongly agree","strongly disagree","disagree","agree",1,0,0
"14035","disagree","disagree","strongly disagree","agree",1,44,"not wrong at all","always wrong","coloured",0,"sas05_2",1,2,2,3157.40063476562,"nc","urban formal",1,1,0,0,1,0,"disagree","disagree","strongly disagree","agree",0,1,0
"14065","agree","strongly disagree","disagree","strongly disagree",0,45,"not wrong at all","dk","white",1,"sas05_2",0,1,0,1182.9775390625,"nc","urban informal",0,1,0,1,0,0,"agree","strongly disagree","disagree","strongly disagree",1,1,0
"14075","disagree","strongly disagree","strongly disagree","neither nor",0,43,"almost always wrong","always wrong","white",0,"sas05_2",0,3,2,2815.38305664062,"nc","urban informal",1,1,0,1,0,0,"disagree","strongly disagree","strongly disagree","neither agree nor disagree",0,0,0
"14095","strongly disagree","strongly disagree","do not know","strongly agree",0,36,"always wrong","always wrong","coloured",1,"sas05_2",1,5,2,570.197387695312,"nc","urban formal",1,1,0,0,1,0,"strongly disagree","strongly disagree","neither agree nor disagree","strongly agree",0,0,0
"14109","agree","agree","agree","strongly agree",1,32,"almost always wrong","almost always wrong","african/black",1,"sas05_2",1,1,1,989.477783203125,"nc","urban formal",1,1,1,0,0,0,"agree","agree","agree","strongly agree",1,0,0
